Order ID,Order Date,Region,Country,Customer Name,Product Category,Product Name,ASP,Quantity,Total Revenue
ORD-202313206,2024-02-26,EMEA,Netherlands,Next Beta Inc.,Software,Team Collaboration Tool,199.21,2,398.42
ORD-202305282,2024-02-26,EMEA,Germany,Alpha Alpha Solutions,Electronics,Wireless Headset,154.33,2,308.66
ORD-202302871,2024-02-26,EMEA,France,Beta Prime Corp.,Software,Team Collaboration Tool,183.14,2,366.28
ORD-202312006,2024-02-26,North America,Canada,Gamma Apex Systems,Software,Team Collaboration Tool,204.63,1,204.63
ORD-202309418,2024-02-26,North America,United States,Apex Apex Ltd.,Electronics,Pro Smartphone 15,864.86,2,1729.72
ORD-202327046,2024-02-26,APAC,China,Gamma Beta Solutions,Office Supplies,Standing Desk,615.66,37,22779.42
ORD-202317948,2024-02-26,North America,United States,Summit Gamma Systems,Electronics,Docking Station,211.56,1,211.56
ORD-202325984,2024-02-26,North America,United States,Elite Gamma Solutions,Software,Team Collaboration Tool,187.54,21,3938.34
ORD-202323142,2024-02-26,North America,Canada,Gamma Delta Systems,Electronics,"4K Monitor 27""",331.28,7,2318.96
ORD-202310704,2024-02-26,APAC,India,Prime Delta Solutions,Software,Team Collaboration Tool,188.63,1,188.63
ORD-202317206,2024-02-26,North America,United States,Next Beta Inc.,Electronics,Wireless Headset,150.93,3,452.79
ORD-202323023,2024-02-26,EMEA,United Kingdom,Gamma Next Ltd.,Electronics,Pro Smartphone 15,883.76,1,883.76
ORD-202324806,2024-02-26,North America,United States,Summit Elite Solutions,Office Supplies,Meeting Whiteboard,310.94,1,310.94
ORD-202305405,2024-02-26,APAC,India,Global Prime Group,Electronics,"4K Monitor 27""",324.71,4,1298.84
ORD-202306857,2024-02-26,North America,United States,Gamma Beta Corp.,Office Supplies,Ergonomic Chair,398.27,3,1194.81
ORD-202327349,2024-02-27,APAC,Singapore,Alpha Next Systems,Electronics,Pro Smartphone 15,965.05,3,2895.15
ORD-202311061,2024-02-27,EMEA,France,Summit Beta Solutions,Office Supplies,Standing Desk,573.8,2,1147.6
ORD-202308426,2024-02-27,North America,Canada,Global Apex Inc.,Electronics,Pro Smartphone 15,872.48,4,3489.92
ORD-202323183,2024-02-27,APAC,Australia,Apex Delta Inc.,Electronics,Enterprise Laptop X1,1116.67,5,5583.35
ORD-202307881,2024-02-27,North America,Canada,Alpha Gamma Systems,Electronics,Enterprise Laptop X1,1203.25,2,2406.5
ORD-202328312,2024-02-27,EMEA,Netherlands,Delta Prime Inc.,Electronics,Docking Station,198.45,14,2778.3
ORD-202306865,2024-02-27,APAC,Australia,Gamma Delta Inc.,Electronics,Wireless Headset,142.16,21,2985.36
ORD-202323643,2024-02-27,North America,Canada,Elite Beta Corp.,Electronics,Enterprise Laptop X1,1194.66,2,2389.32
ORD-202319318,2024-02-27,EMEA,France,Delta Prime Inc.,Software,Team Collaboration Tool,187.81,2,375.62
ORD-202327198,2024-02-27,EMEA,United Kingdom,Beta Prime Corp.,Electronics,Enterprise Laptop X1,1182.36,3,3547.08
ORD-202316615,2024-02-27,North America,Canada,Summit Elite Corp.,Electronics,Docking Station,209.87,4,839.48
ORD-202301635,2024-02-27,LATAM,Brazil,Prime Global Ltd.,Software,Team Collaboration Tool,206.15,5,1030.75
ORD-202326290,2024-02-27,APAC,Singapore,Alpha Apex Solutions,Office Supplies,Meeting Whiteboard,280.3,3,840.9
ORD-202313112,2024-02-27,North America,United States,Summit Alpha Ltd.,Electronics,Wireless Headset,150.56,2,301.12
ORD-202317182,2024-02-27,EMEA,United Kingdom,Summit Beta Corp.,Office Supplies,Ergonomic Chair,415.5,1,415.5
ORD-202306361,2024-02-27,EMEA,Germany,Apex Delta Corp.,Electronics,Enterprise Laptop X1,1148.63,3,3445.89
ORD-202322107,2024-02-27,North America,Canada,Summit Beta Solutions,Electronics,Enterprise Laptop X1,1332.18,6,7993.08
ORD-202325407,2024-02-27,APAC,Australia,Beta Global Inc.,Electronics,Pro Smartphone 15,826.51,3,2479.53
ORD-202320204,2024-02-27,LATAM,Mexico,Apex Alpha Group,Electronics,Enterprise Laptop X1,1109.27,9,9983.43
ORD-202304783,2024-02-27,APAC,India,Beta Apex Solutions,Electronics,Docking Station,216.37,4,865.48
ORD-202314253,2024-02-27,APAC,China,Delta Prime Systems,Electronics,Wireless Headset,158.15,6,948.9
ORD-202305311,2024-02-27,APAC,China,Gamma Alpha Inc.,Electronics,Pro Smartphone 15,839.46,2,1678.92
ORD-202307630,2024-02-27,APAC,Japan,Delta Elite Inc.,Office Supplies,Standing Desk,630.22,1,630.22
ORD-202306473,2024-02-27,North America,Canada,Next Gamma Inc.,Office Supplies,Ergonomic Chair,424.42,3,1273.26
ORD-202308158,2024-02-27,APAC,India,Next Beta Solutions,Electronics,"4K Monitor 27""",337.33,2,674.66
ORD-202306463,2024-02-27,North America,Canada,Apex Prime Corp.,Software,Team Collaboration Tool,207.68,2,415.36
ORD-202324654,2024-02-27,North America,United States,Delta Gamma Systems,Office Supplies,Ergonomic Chair,363.53,1,363.53
ORD-202314353,2024-02-27,North America,Canada,Alpha Summit Group,Electronics,Pro Smartphone 15,916.74,2,1833.48
ORD-202323356,2024-02-27,North America,United States,Prime Prime Ltd.,Software,Team Collaboration Tool,194.74,1,194.74
ORD-202319045,2024-02-27,APAC,Singapore,Prime Elite Solutions,Electronics,Wireless Headset,138.27,16,2212.32
ORD-202301125,2024-02-27,North America,Canada,Gamma Delta Systems,Office Supplies,Ergonomic Chair,426.14,3,1278.42
ORD-202319729,2024-02-27,North America,Canada,Summit Elite Solutions,Office Supplies,Standing Desk,538.21,3,1614.63
ORD-202320703,2024-02-27,APAC,Japan,Beta Alpha Solutions,Electronics,"4K Monitor 27""",368.55,4,1474.2
ORD-202304598,2024-02-27,EMEA,Germany,Gamma Gamma Corp.,Electronics,Pro Smartphone 15,904.66,4,3618.64
ORD-202323811,2024-02-28,EMEA,France,Apex Alpha Group,Electronics,"4K Monitor 27""",377.17,3,1131.51
ORD-202312176,2024-02-28,North America,Canada,Next Apex Group,Office Supplies,Ergonomic Chair,401.02,1,401.02
ORD-202305704,2024-02-28,EMEA,France,Next Delta Ltd.,Electronics,Pro Smartphone 15,853.51,1,853.51
ORD-202306978,2024-02-28,EMEA,France,Beta Next Systems,Software,Security Suite,1366.09,7,9562.63
ORD-202313464,2024-02-28,North America,United States,Gamma Beta Group,Office Supplies,Standing Desk,622.34,3,1867.02
ORD-202325033,2024-02-28,North America,United States,Beta Next Solutions,Office Supplies,Ergonomic Chair,396.48,2,792.96
ORD-202311056,2024-02-28,APAC,India,Beta Next Systems,Electronics,"4K Monitor 27""",334.59,1,334.59
ORD-202318858,2024-02-28,North America,Canada,Beta Next Group,Software,Team Collaboration Tool,197.53,2,395.06
ORD-202302024,2024-02-28,LATAM,Mexico,Prime Apex Solutions,Electronics,Enterprise Laptop X1,1312.68,9,11814.12
ORD-202307028,2024-02-28,EMEA,France,Beta Beta Solutions,Software,Team Collaboration Tool,194.75,1,194.75
ORD-202302273,2024-02-28,North America,United States,Gamma Beta Ltd.,Electronics,Wireless Headset,163.67,2,327.34
ORD-202302274,2024-02-28,LATAM,Mexico,Global Prime Inc.,Office Supplies,Ergonomic Chair,408.65,8,3269.2
ORD-202311345,2024-02-28,North America,United States,Gamma Next Inc.,Electronics,"4K Monitor 27""",371.7,1,371.7
ORD-202325315,2024-02-28,North America,United States,Delta Next Inc.,Electronics,Docking Station,206.11,3,618.33
ORD-202308383,2024-02-28,APAC,Australia,Elite Global Group,Office Supplies,Ergonomic Chair,384.03,7,2688.21
ORD-202327881,2024-02-28,North America,Canada,Beta Apex Systems,Electronics,Pro Smartphone 15,948.7,10,9487.0
ORD-202308168,2024-02-28,EMEA,United Kingdom,Beta Beta Ltd.,Office Supplies,Ergonomic Chair,400.42,8,3203.36
ORD-202328428,2024-02-28,EMEA,Germany,Summit Summit Solutions,Electronics,Docking Station,191.84,8,1534.72
ORD-202301405,2024-02-28,APAC,Japan,Alpha Elite Ltd.,Office Supplies,Ergonomic Chair,381.97,9,3437.73
ORD-202315278,2024-02-28,EMEA,United Kingdom,Beta Apex Solutions,Office Supplies,Ergonomic Chair,398.6,2,797.2
ORD-202323503,2024-02-28,EMEA,Germany,Global Elite Ltd.,Office Supplies,Standing Desk,626.34,2,1252.68
ORD-202327142,2024-02-28,APAC,Japan,Gamma Gamma Corp.,Electronics,Enterprise Laptop X1,1163.53,12,13962.36
ORD-202320188,2024-02-28,APAC,Singapore,Delta Elite Systems,Electronics,Pro Smartphone 15,949.99,2,1899.98
ORD-202325496,2024-02-28,APAC,India,Gamma Next Inc.,Electronics,Wireless Headset,149.19,4,596.76
ORD-202301567,2024-02-28,EMEA,France,Summit Beta Solutions,Office Supplies,Ergonomic Chair,421.14,2,842.28
ORD-202314191,2024-02-28,APAC,Japan,Summit Summit Solutions,Electronics,"4K Monitor 27""",346.37,1,346.37
ORD-202303321,2024-02-28,EMEA,Netherlands,Apex Prime Corp.,Electronics,Docking Station,201.44,2,402.88
ORD-202319179,2024-02-28,North America,Canada,Delta Next Inc.,Office Supplies,Standing Desk,564.79,3,1694.37
ORD-202312047,2024-02-28,EMEA,United Kingdom,Prime Elite Solutions,Electronics,"4K Monitor 27""",353.01,11,3883.11
ORD-202318001,2024-02-28,EMEA,France,Elite Elite Corp.,Office Supplies,Ergonomic Chair,404.1,1,404.1
ORD-202313295,2024-02-28,North America,United States,Global Beta Ltd.,Electronics,Pro Smartphone 15,883.88,1,883.88
ORD-202310996,2024-02-28,APAC,Singapore,Summit Global Systems,Electronics,"4K Monitor 27""",360.24,6,2161.44
ORD-202306709,2024-02-28,APAC,Singapore,Delta Summit Systems,Office Supplies,Ergonomic Chair,374.73,1,374.73
ORD-202310855,2024-02-28,North America,United States,Prime Next Ltd.,Electronics,Pro Smartphone 15,922.55,2,1845.1
ORD-202313879,2024-02-28,EMEA,Germany,Apex Elite Systems,Office Supplies,Ergonomic Chair,369.53,1,369.53
ORD-202314616,2024-02-28,North America,Canada,Next Delta Solutions,Software,Team Collaboration Tool,183.68,12,2204.16
ORD-202315896,2024-02-28,North America,Canada,Delta Elite Ltd.,Electronics,"4K Monitor 27""",350.48,1,350.48
ORD-202329867,2024-02-28,APAC,Japan,Apex Gamma Ltd.,Electronics,Enterprise Laptop X1,1146.5,13,14904.5
ORD-202307557,2024-02-28,North America,United States,Beta Next Systems,Electronics,Enterprise Laptop X1,1239.16,2,2478.32
ORD-202329034,2024-02-28,EMEA,Netherlands,Delta Elite Solutions,Office Supplies,Ergonomic Chair,389.03,2,778.06
ORD-202314029,2024-02-29,North America,Canada,Apex Next Group,Electronics,Enterprise Laptop X1,1229.43,4,4917.72
ORD-202320891,2024-02-29,EMEA,United Kingdom,Apex Alpha Group,Software,Security Suite,1526.73,6,9160.38
ORD-202327518,2024-02-29,EMEA,Netherlands,Global Summit Group,Software,Team Collaboration Tool,196.12,4,784.48
ORD-202325768,2024-02-29,North America,Canada,Delta Prime Corp.,Software,Team Collaboration Tool,212.55,7,1487.85
ORD-202301798,2024-02-29,North America,Canada,Elite Global Systems,Electronics,Enterprise Laptop X1,1196.87,2,2393.74
ORD-202312394,2024-02-29,APAC,China,Beta Prime Solutions,Software,Security Suite,1615.06,2,3230.12
ORD-202310593,2024-02-29,North America,Canada,Delta Gamma Systems,Electronics,"4K Monitor 27""",325.24,2,650.48
ORD-202320815,2024-02-29,APAC,Singapore,Beta Next Solutions,Electronics,Enterprise Laptop X1,1168.27,2,2336.54
ORD-202316684,2024-02-29,APAC,China,Summit Beta Group,Software,Team Collaboration Tool,211.45,3,634.35
ORD-202316175,2024-02-29,APAC,Australia,Gamma Beta Ltd.,Software,Team Collaboration Tool,194.94,3,584.82
ORD-202304748,2024-02-29,EMEA,Germany,Beta Prime Solutions,Electronics,Enterprise Laptop X1,1150.69,2,2301.38
ORD-202329141,2024-02-29,EMEA,United Kingdom,Next Delta Ltd.,Software,Security Suite,1474.91,6,8849.46
ORD-202320241,2024-02-29,APAC,Japan,Apex Elite Ltd.,Electronics,Pro Smartphone 15,929.31,3,2787.93
ORD-202305738,2024-02-29,APAC,Japan,Apex Delta Inc.,Electronics,Pro Smartphone 15,849.76,3,2549.28
ORD-202323931,2024-02-29,North America,Canada,Beta Summit Corp.,Electronics,Enterprise Laptop X1,1225.89,1,1225.89
ORD-202300648,2024-02-29,EMEA,Netherlands,Apex Alpha Corp.,Office Supplies,Ergonomic Chair,407.58,1,407.58
ORD-202308997,2024-02-29,LATAM,Mexico,Next Beta Group,Electronics,Enterprise Laptop X1,1180.52,3,3541.56
ORD-202319941,2024-02-29,EMEA,Germany,Next Delta Ltd.,Electronics,Enterprise Laptop X1,1085.63,1,1085.63
ORD-202312959,2024-02-29,APAC,Japan,Apex Delta Corp.,Electronics,Pro Smartphone 15,964.54,8,7716.32
ORD-202313247,2024-02-29,North America,Canada,Elite Global Corp.,Electronics,Pro Smartphone 15,970.12,1,970.12
ORD-202327408,2024-02-29,North America,Canada,Global Prime Inc.,Electronics,Pro Smartphone 15,903.79,3,2711.37
ORD-202301917,2024-02-29,North America,Canada,Delta Global Systems,Software,Team Collaboration Tool,209.02,13,2717.26
ORD-202317979,2024-02-29,North America,United States,Summit Elite Systems,Electronics,"4K Monitor 27""",324.56,1,324.56
ORD-202300973,2024-02-29,North America,United States,Summit Beta Solutions,Office Supplies,Standing Desk,596.6,1,596.6
ORD-202307516,2024-02-29,EMEA,France,Gamma Gamma Corp.,Software,Cloud License (Annual),4817.3,17,81894.1
ORD-202322328,2024-02-29,EMEA,France,Gamma Prime Ltd.,Electronics,Wireless Headset,153.93,4,615.72
ORD-202329182,2024-02-29,LATAM,Mexico,Elite Elite Group,Software,Team Collaboration Tool,216.45,3,649.35
ORD-202317679,2024-02-29,EMEA,France,Global Prime Inc.,Office Supplies,Ergonomic Chair,388.04,1,388.04
ORD-202308034,2024-02-29,North America,United States,Summit Prime Ltd.,Electronics,Enterprise Laptop X1,1221.73,7,8552.11
ORD-202324347,2024-02-29,EMEA,Germany,Next Prime Inc.,Software,Team Collaboration Tool,206.58,4,826.32
ORD-202328668,2024-02-29,APAC,Japan,Beta Beta Group,Software,Team Collaboration Tool,185.39,1,185.39
ORD-202303774,2024-02-29,North America,United States,Gamma Beta Ltd.,Office Supplies,Standing Desk,626.26,2,1252.52
ORD-202308665,2024-02-29,APAC,Japan,Global Next Systems,Electronics,Docking Station,204.04,5,1020.2
ORD-202307029,2024-03-01,APAC,Australia,Beta Delta Systems,Electronics,"4K Monitor 27""",308.79,1,308.79
ORD-202326559,2024-03-01,North America,United States,Next Beta Inc.,Electronics,Enterprise Laptop X1,1299.74,1,1299.74
ORD-202308932,2024-03-01,LATAM,Brazil,Global Delta Solutions,Electronics,Pro Smartphone 15,903.4,4,3613.6
ORD-202302854,2024-03-01,North America,United States,Next Global Solutions,Software,Team Collaboration Tool,201.21,8,1609.68
ORD-202329712,2024-03-01,APAC,Japan,Delta Prime Inc.,Electronics,Enterprise Laptop X1,1206.29,4,4825.16
ORD-202315708,2024-03-01,North America,United States,Gamma Beta Ltd.,Electronics,Enterprise Laptop X1,1167.96,1,1167.96
ORD-202324960,2024-03-01,North America,Canada,Global Next Systems,Office Supplies,Standing Desk,625.18,6,3751.08
ORD-202305883,2024-03-01,North America,Canada,Beta Next Systems,Electronics,"4K Monitor 27""",347.9,3,1043.7
ORD-202300749,2024-03-01,EMEA,United Kingdom,Prime Next Ltd.,Software,Team Collaboration Tool,209.62,1,209.62
ORD-202301531,2024-03-01,APAC,Singapore,Beta Elite Systems,Electronics,Pro Smartphone 15,963.12,4,3852.48
ORD-202328614,2024-03-01,APAC,Singapore,Beta Global Inc.,Software,Team Collaboration Tool,212.78,2,425.56
ORD-202304429,2024-03-01,EMEA,Germany,Beta Alpha Solutions,Electronics,Enterprise Laptop X1,1156.5,4,4626.0
ORD-202302011,2024-03-01,LATAM,Brazil,Summit Gamma Systems,Electronics,Enterprise Laptop X1,1161.13,1,1161.13
ORD-202312167,2024-03-01,APAC,Australia,Global Beta Corp.,Software,Security Suite,1485.62,3,4456.86
ORD-202312180,2024-03-01,EMEA,Germany,Prime Gamma Solutions,Electronics,Enterprise Laptop X1,1195.09,7,8365.63
ORD-202306056,2024-03-01,APAC,Japan,Gamma Global Solutions,Electronics,Wireless Headset,152.22,1,152.22
ORD-202325762,2024-03-01,EMEA,Netherlands,Beta Summit Ltd.,Office Supplies,Ergonomic Chair,391.6,1,391.6
ORD-202320083,2024-03-01,North America,Canada,Beta Gamma Ltd.,Electronics,Pro Smartphone 15,940.55,3,2821.65
ORD-202316020,2024-03-01,EMEA,Netherlands,Summit Beta Ltd.,Software,Team Collaboration Tool,194.34,4,777.36
ORD-202328980,2024-03-01,APAC,China,Gamma Elite Group,Software,Team Collaboration Tool,186.62,2,373.24
ORD-202302310,2024-03-01,APAC,India,Summit Elite Systems,Electronics,Pro Smartphone 15,885.97,3,2657.91
ORD-202313834,2024-03-01,North America,Canada,Summit Apex Systems,Software,Team Collaboration Tool,212.08,1,212.08
ORD-202323446,2024-03-01,EMEA,United Kingdom,Summit Beta Group,Electronics,Docking Station,202.51,5,1012.55
ORD-202316656,2024-03-01,North America,United States,Apex Prime Group,Electronics,Wireless Headset,148.39,3,445.17
ORD-202319880,2024-03-01,North America,United States,Apex Apex Ltd.,Electronics,Enterprise Laptop X1,1219.09,15,18286.35
ORD-202316434,2024-03-02,APAC,Australia,Prime Apex Inc.,Electronics,Pro Smartphone 15,918.43,9,8265.87
ORD-202329790,2024-03-02,North America,Canada,Beta Beta Solutions,Electronics,Wireless Headset,145.1,19,2756.9
ORD-202316057,2024-03-02,APAC,Australia,Beta Next Group,Electronics,"4K Monitor 27""",357.51,3,1072.53
ORD-202310213,2024-03-02,EMEA,Netherlands,Beta Elite Inc.,Electronics,Enterprise Laptop X1,1162.5,17,19762.5
ORD-202316047,2024-03-02,EMEA,Germany,Next Gamma Ltd.,Software,Team Collaboration Tool,207.57,3,622.71
ORD-202324812,2024-03-02,North America,Canada,Delta Elite Inc.,Electronics,Docking Station,184.59,1,184.59
ORD-202320329,2024-03-02,APAC,China,Alpha Next Systems,Electronics,Docking Station,212.41,11,2336.51
ORD-202314468,2024-03-02,EMEA,United Kingdom,Apex Prime Corp.,Software,Team Collaboration Tool,210.54,5,1052.7
ORD-202303738,2024-03-02,North America,Canada,Next Delta Inc.,Office Supplies,Standing Desk,598.82,3,1796.46
ORD-202308420,2024-03-02,EMEA,France,Gamma Beta Inc.,Electronics,Enterprise Laptop X1,1129.02,6,6774.12
ORD-202303959,2024-03-02,LATAM,Mexico,Alpha Delta Systems,Electronics,Enterprise Laptop X1,1156.11,1,1156.11
ORD-202323849,2024-03-02,APAC,India,Next Gamma Solutions,Software,Security Suite,1519.25,9,13673.25
ORD-202323700,2024-03-02,APAC,Japan,Summit Summit Solutions,Electronics,Pro Smartphone 15,946.07,1,946.07
ORD-202304988,2024-03-02,EMEA,United Kingdom,Next Apex Corp.,Office Supplies,Ergonomic Chair,390.0,2,780.0
ORD-202310867,2024-03-02,EMEA,Netherlands,Summit Elite Systems,Electronics,Enterprise Laptop X1,1360.62,4,5442.48
ORD-202306387,2024-03-02,North America,Canada,Global Prime Group,Electronics,Docking Station,188.6,1,188.6
ORD-202301369,2024-03-02,North America,Canada,Elite Delta Solutions,Electronics,Enterprise Laptop X1,1197.61,5,5988.05
ORD-202305120,2024-03-02,North America,Canada,Summit Beta Solutions,Electronics,Pro Smartphone 15,947.36,14,13263.04
ORD-202320008,2024-03-02,EMEA,France,Beta Elite Solutions,Electronics,Enterprise Laptop X1,1169.34,4,4677.36
ORD-202321651,2024-03-02,EMEA,United Kingdom,Alpha Apex Corp.,Electronics,Enterprise Laptop X1,1133.45,2,2266.9
ORD-202311456,2024-03-02,APAC,Japan,Global Delta Inc.,Electronics,Enterprise Laptop X1,1154.87,2,2309.74
ORD-202310405,2024-03-02,North America,Canada,Elite Beta Corp.,Software,Team Collaboration Tool,205.8,1,205.8
ORD-202318710,2024-03-02,APAC,Australia,Elite Delta Group,Electronics,"4K Monitor 27""",342.55,10,3425.5
ORD-202326754,2024-03-02,EMEA,Netherlands,Global Gamma Corp.,Electronics,Pro Smartphone 15,973.66,2,1947.32
ORD-202313701,2024-03-02,APAC,Australia,Next Delta Solutions,Software,Team Collaboration Tool,209.62,2,419.24
ORD-202315172,2024-03-02,North America,Canada,Delta Gamma Systems,Electronics,Enterprise Laptop X1,1268.67,1,1268.67
ORD-202329313,2024-03-02,APAC,Japan,Beta Beta Solutions,Electronics,Docking Station,210.57,2,421.14
ORD-202315174,2024-03-02,North America,Canada,Prime Gamma Solutions,Electronics,Pro Smartphone 15,887.44,5,4437.2
ORD-202305652,2024-03-02,LATAM,Mexico,Summit Prime Solutions,Office Supplies,Ergonomic Chair,411.74,2,823.48
ORD-202324574,2024-03-02,North America,Canada,Elite Delta Solutions,Electronics,"4K Monitor 27""",340.12,1,340.12
ORD-202315306,2024-03-02,North America,United States,Next Beta Group,Electronics,Enterprise Laptop X1,1157.51,1,1157.51
ORD-202300326,2024-03-02,EMEA,France,Beta Next Corp.,Office Supplies,Standing Desk,626.9,22,13791.8
ORD-202301515,2024-03-02,North America,Canada,Global Next Systems,Electronics,Pro Smartphone 15,841.44,2,1682.88
ORD-202313433,2024-03-02,North America,United States,Apex Alpha Group,Electronics,Pro Smartphone 15,866.33,5,4331.65
ORD-202313488,2024-03-02,APAC,China,Beta Summit Systems,Office Supplies,Ergonomic Chair,384.64,6,2307.84
ORD-202328872,2024-03-02,North America,United States,Delta Gamma Group,Office Supplies,Ergonomic Chair,411.53,1,411.53
ORD-202317101,2024-03-02,LATAM,Mexico,Summit Gamma Systems,Software,Security Suite,1479.89,10,14798.9
ORD-202300346,2024-03-02,North America,United States,Gamma Beta Ltd.,Office Supplies,Ergonomic Chair,409.89,1,409.89
ORD-202321414,2024-03-02,North America,United States,Gamma Prime Systems,Office Supplies,Standing Desk,581.56,4,2326.24
ORD-202311864,2024-03-02,North America,United States,Summit Elite Solutions,Software,Team Collaboration Tool,209.26,12,2511.12
ORD-202317202,2024-03-02,North America,United States,Global Global Group,Office Supplies,Standing Desk,589.25,3,1767.75
ORD-202313766,2024-03-02,North America,Canada,Delta Global Systems,Electronics,Wireless Headset,144.71,2,289.42
ORD-202323239,2024-03-02,EMEA,France,Beta Apex Ltd.,Electronics,"4K Monitor 27""",351.74,1,351.74
ORD-202308631,2024-03-02,North America,Canada,Delta Elite Systems,Office Supplies,Ergonomic Chair,387.01,8,3096.08
ORD-202329284,2024-03-02,North America,Canada,Alpha Global Inc.,Electronics,Enterprise Laptop X1,1246.53,2,2493.06
ORD-202315667,2024-03-02,APAC,Singapore,Gamma Alpha Corp.,Electronics,Docking Station,213.44,1,213.44
ORD-202309100,2024-03-02,APAC,India,Prime Apex Group,Electronics,"4K Monitor 27""",389.28,5,1946.4
ORD-202304572,2024-03-02,LATAM,Brazil,Prime Next Solutions,Office Supplies,Ergonomic Chair,362.16,5,1810.8
ORD-202313149,2024-03-02,North America,United States,Next Gamma Solutions,Office Supplies,Standing Desk,586.88,1,586.88
ORD-202304856,2024-03-02,APAC,Australia,Next Summit Group,Electronics,Enterprise Laptop X1,1170.18,5,5850.9
ORD-202305512,2024-03-02,LATAM,Brazil,Beta Global Inc.,Software,Team Collaboration Tool,201.06,3,603.18
ORD-202324781,2024-03-02,APAC,India,Next Global Solutions,Office Supplies,Ergonomic Chair,394.59,1,394.59
ORD-202326295,2024-03-03,APAC,China,Next Gamma Systems,Electronics,Docking Station,215.27,5,1076.35
ORD-202304815,2024-03-03,North America,United States,Elite Prime Ltd.,Office Supplies,Meeting Whiteboard,310.58,4,1242.32
ORD-202311925,2024-03-03,North America,United States,Gamma Beta Group,Electronics,Pro Smartphone 15,907.92,2,1815.84
ORD-202304177,2024-03-03,North America,Canada,Gamma Beta Solutions,Electronics,Docking Station,188.77,1,188.77
ORD-202306546,2024-03-03,North America,Canada,Apex Alpha Solutions,Electronics,Enterprise Laptop X1,1260.17,1,1260.17
ORD-202308554,2024-03-03,APAC,Singapore,Elite Alpha Systems,Electronics,"4K Monitor 27""",340.07,8,2720.56
ORD-202301507,2024-03-03,APAC,China,Next Beta Group,Electronics,Docking Station,189.3,10,1893.0
ORD-202326967,2024-03-03,EMEA,Germany,Elite Apex Ltd.,Software,Team Collaboration Tool,201.07,7,1407.49
ORD-202324398,2024-03-03,EMEA,France,Elite Gamma Corp.,Electronics,"4K Monitor 27""",343.2,1,343.2
ORD-202328504,2024-03-03,APAC,Australia,Global Prime Inc.,Software,Team Collaboration Tool,200.93,7,1406.51
ORD-202323620,2024-03-03,North America,Canada,Summit Global Solutions,Software,Cloud License (Annual),4967.74,2,9935.48
ORD-202301935,2024-03-03,APAC,Japan,Alpha Gamma Inc.,Office Supplies,Ergonomic Chair,382.76,2,765.52
ORD-202324084,2024-03-03,EMEA,United Kingdom,Beta Apex Systems,Electronics,"4K Monitor 27""",376.88,4,1507.52
ORD-202319675,2024-03-03,APAC,Singapore,Gamma Elite Group,Electronics,Pro Smartphone 15,991.28,1,991.28
ORD-202311783,2024-03-03,EMEA,Netherlands,Beta Next Inc.,Office Supplies,Standing Desk,538.33,1,538.33
ORD-202305782,2024-03-03,North America,United States,Delta Prime Systems,Electronics,"4K Monitor 27""",343.81,12,4125.72
ORD-202307938,2024-03-03,North America,United States,Prime Next Ltd.,Electronics,Docking Station,198.82,8,1590.56
ORD-202300766,2024-03-03,EMEA,France,Gamma Summit Ltd.,Electronics,Docking Station,209.09,3,627.27
ORD-202314270,2024-03-03,EMEA,United Kingdom,Alpha Delta Systems,Electronics,Pro Smartphone 15,953.59,1,953.59
ORD-202314461,2024-03-03,North America,United States,Global Alpha Ltd.,Software,Team Collaboration Tool,198.22,6,1189.32
ORD-202312143,2024-03-03,EMEA,Germany,Next Apex Corp.,Office Supplies,Ergonomic Chair,402.97,6,2417.82
ORD-202319557,2024-03-03,EMEA,Germany,Apex Alpha Corp.,Office Supplies,Standing Desk,573.54,1,573.54
ORD-202300515,2024-03-03,North America,Canada,Elite Global Group,Electronics,Enterprise Laptop X1,1105.33,4,4421.32
ORD-202301970,2024-03-03,EMEA,Germany,Apex Prime Inc.,Electronics,Enterprise Laptop X1,1175.55,3,3526.65
ORD-202322002,2024-03-03,North America,Canada,Gamma Apex Systems,Electronics,Enterprise Laptop X1,1159.34,5,5796.7
ORD-202314556,2024-03-03,EMEA,Netherlands,Beta Global Inc.,Electronics,"4K Monitor 27""",334.68,2,669.36
ORD-202319594,2024-03-03,APAC,Japan,Apex Next Inc.,Electronics,Enterprise Laptop X1,1214.51,1,1214.51
ORD-202305452,2024-03-03,APAC,Japan,Beta Apex Systems,Electronics,Pro Smartphone 15,923.77,3,2771.31
ORD-202315453,2024-03-04,APAC,China,Summit Global Inc.,Software,Team Collaboration Tool,204.52,1,204.52
ORD-202307540,2024-03-04,LATAM,Brazil,Delta Next Systems,Electronics,"4K Monitor 27""",339.83,1,339.83
ORD-202326067,2024-03-04,LATAM,Mexico,Prime Gamma Solutions,Software,Team Collaboration Tool,206.71,2,413.42
ORD-202301932,2024-03-04,EMEA,Netherlands,Summit Summit Solutions,Electronics,Docking Station,196.54,3,589.62
ORD-202318011,2024-03-04,North America,Canada,Summit Global Ltd.,Office Supplies,Ergonomic Chair,387.6,11,4263.6
ORD-202309154,2024-03-04,APAC,Australia,Elite Delta Corp.,Electronics,Wireless Headset,142.13,2,284.26
ORD-202318314,2024-03-04,North America,United States,Next Beta Corp.,Electronics,Pro Smartphone 15,929.49,5,4647.45
ORD-202315083,2024-03-04,APAC,China,Delta Prime Systems,Electronics,"4K Monitor 27""",342.11,2,684.22
